Position P,Velocity P,Frequency (Hz),Velocity Cutoff (Hz),Battery,Battery Voltage,Temperature,Start Angle,Shoot Angle,Velocity,Acceleration,Distance (m),Max Height (m),Trajectory Points,Timestamp,Trajectory Data
15,60,1000,500,dog,24.3,Medium,0.0,40.1070456,110.0,3500,2.85,,65,2025-05-25 23:31:00,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 318], [37, 309], [42, 299], [49, 289], [61, 272], [67, 265], [73, 258], [79, 252], [85, 246], [91, 241], [97, 238], [102, 234], [108, 230], [114, 228], [120, 226], [126, 225], [131, 224], [137, 224], [143, 226], [148, 227], [154, 229], [159, 232], [171, 238], [177, 243], [183, 248], [187, 253], [192, 259], [198, 266], [203, 274], [209, 282], [215, 292], [219, 299], [225, 309], [231, 320], [237, 331], [242, 341], [246, 339], [251, 332]]"
15,60,1000,500,dog,24.3,Medium,0.0,40.1070456,110.0,3500,2.85,,45,2025-05-25 23:31:34,"[[29, 322], [30, 322], [30, 322], [30, 322], [29, 322], [30, 322], [30, 322], [29, 322], [30, 322], [30, 322], [30, 322], [30, 322], [29, 322], [30, 322], [30, 322], [29, 322], [30, 322], [32, 321], [31, 313], [38, 303], [44, 293], [49, 282], [55, 275], [61, 267], [67, 259], [74, 253], [79, 247], [85, 241], [91, 237], [97, 234], [103, 230], [107, 227], [113, 225], [119, 224], [129, 222], [134, 222], [139, 223], [144, 224], [150, 226], [155, 229], [160, 233], [165, 236], [171, 241], [176, 246], [182, 251]]"
15,60,1000,500,dog,24.3,Medium,0.0,40.1070456,110.0,3500,2.85,,90,2025-05-25 23:32:08,"[[32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [32, 322], [33, 322], [33, 322], [32, 322], [33, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 322], [33, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [33, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [33, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [33, 322], [33, 321], [33, 317], [37, 308], [43, 298], [49, 288], [54, 279], [60, 272], [65, 265], [70, 257], [75, 250], [81, 244], [86, 239], [92, 234], [98, 231], [104, 227], [110, 225], [117, 223], [123, 222], [129, 221], [140, 223], [145, 224], [150, 226], [155, 229], [161, 232], [165, 236], [171, 240], [176, 246], [181, 251], [187, 258], [190, 263], [195, 269], [202, 279], [207, 287], [212, 295], [217, 304], [224, 314], [236, 337], [239, 342], [242, 335], [247, 327], [252, 320], [255, 314]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.4,,48,2025-05-25 23:42:28,"[[32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [33, 322], [33, 322], [32, 322], [32, 322], [33, 322], [32, 321], [32, 322], [33, 322], [33, 322], [32, 322], [32, 322], [32, 319], [35, 312], [43, 301], [51, 290], [59, 280], [66, 270], [75, 262], [174, 204], [181, 203], [189, 204], [195, 205], [202, 207], [209, 210], [215, 214], [223, 218], [255, 245], [298, 296], [305, 306], [312, 317], [324, 342], [330, 339], [336, 329]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.45,,50,2025-05-25 23:43:11,"[[30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [31, 321], [30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [31, 321], [30, 321], [30, 321], [30, 321], [31, 321], [30, 321], [31, 319], [43, 300], [51, 289], [59, 278], [68, 270], [82, 251], [94, 244], [101, 239], [108, 232], [116, 227], [123, 222], [130, 217], [146, 211], [216, 209], [232, 217], [240, 221], [253, 232], [262, 239], [269, 245], [276, 253], [282, 261], [289, 269], [296, 279], [303, 288], [309, 299], [316, 309], [325, 320], [330, 330], [337, 343], [342, 337]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.5,,25,2025-05-25 23:43:40,"[[33, 322], [30, 323], [31, 323], [32, 322], [32, 322], [32, 322], [31, 323], [32, 322], [31, 323], [31, 323], [32, 323], [32, 322], [29, 323], [32, 322], [31, 323], [31, 322], [31, 323], [33, 322], [31, 322], [32, 320], [125, 216], [134, 212], [142, 209], [150, 206], [329, 315]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.55,,5,2025-05-25 23:44:42,"[[112, 227], [120, 223], [136, 216], [143, 213], [151, 210]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.55,,63,2025-05-25 23:45:05,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 317], [37, 308], [44, 297], [52, 286], [68, 266], [77, 258], [85, 249], [93, 242], [100, 237], [109, 229], [117, 224], [125, 219], [133, 214], [141, 211], [149, 208], [157, 206], [164, 205], [172, 204], [180, 204], [188, 204], [196, 204], [202, 205], [210, 208], [218, 210], [225, 214], [232, 218], [247, 227], [254, 234], [262, 241], [269, 246], [276, 253], [283, 262], [291, 270], [299, 280], [305, 290], [313, 300], [320, 311], [327, 323], [335, 335], [341, 346], [346, 337], [351, 328], [359, 319]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.55,,46,2025-05-25 23:45:36,"[[32, 321], [32, 321], [33, 321], [33, 321], [33, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [35, 312], [42, 301], [50, 290], [58, 279], [67, 270], [75, 262], [97, 240], [129, 215], [137, 211], [145, 208], [154, 205], [162, 204], [170, 204], [178, 204], [185, 204], [193, 204], [200, 205], [214, 210], [222, 214], [229, 218], [235, 222], [243, 227], [250, 234], [257, 240], [263, 244], [271, 250], [279, 260], [286, 268], [293, 277], [300, 287], [308, 297], [315, 307], [324, 319], [331, 331]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,130.0,3500,4.55,,76,2025-05-25 23:46:10,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 321], [33, 316], [38, 306], [46, 295], [54, 285], [60, 274], [69, 265], [77, 256], [86, 248], [94, 241], [102, 235], [110, 229], [118, 223], [126, 219], [134, 215], [141, 211], [156, 207], [164, 206], [171, 205], [179, 205], [186, 205], [194, 205], [201, 207], [208, 209], [215, 212], [223, 215], [230, 219], [237, 223], [245, 229], [253, 237], [260, 242], [267, 247], [273, 256], [281, 264], [288, 274], [302, 294], [308, 303], [315, 315], [322, 327], [331, 339], [335, 343], [339, 332], [344, 322], [349, 313], [354, 305], [361, 297], [364, 291], [369, 283], [374, 277], [378, 271], [384, 266], [390, 262], [393, 258], [402, 254], [407, 252], [411, 251], [417, 251], [421, 250], [426, 251], [431, 252], [436, 254]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,140.0,3500,5.45,,37,2025-05-25 23:47:53,"[[29, 322], [29, 322], [30, 322], [30, 322], [30, 323], [29, 322], [30, 322], [30, 322], [30, 322], [30, 323], [29, 323], [30, 322], [30, 323], [30, 319], [59, 277], [98, 243], [108, 234], [119, 228], [128, 222], [138, 218], [147, 214], [199, 199], [207, 200], [216, 202], [232, 203], [240, 205], [258, 211], [266, 215], [307, 244], [317, 251], [326, 261], [360, 301], [368, 311], [378, 325], [383, 336], [391, 346], [396, 335]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,140.0,3500,5.45,,49,2025-05-25 23:48:33,"[[33, 322], [32, 322], [33, 322], [34, 322], [30, 322], [33, 322], [33, 322], [33, 322], [33, 322], [33, 322], [34, 322], [32, 322], [32, 322], [32, 320], [38, 311], [63, 275], [73, 266], [83, 258], [94, 249], [103, 243], [112, 236], [121, 229], [130, 224], [140, 220], [148, 215], [158, 212], [168, 209], [177, 208], [185, 207], [202, 204], [211, 203], [228, 207], [237, 209], [282, 226], [290, 231], [299, 239], [308, 246], [316, 252], [324, 260], [331, 269], [339, 279], [358, 299], [367, 309], [373, 319], [382, 334], [387, 345], [405, 318], [410, 309], [416, 300]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,140.0,3500,5.5,,50,2025-05-25 23:49:38,"[[30, 321], [30, 321], [30, 321], [31, 319], [30, 321], [31, 319], [31, 321], [28, 322], [28, 322], [30, 321], [30, 321], [30, 321], [30, 321], [30, 321], [29, 322], [30, 320], [32, 313], [52, 290], [60, 279], [71, 271], [81, 262], [93, 252], [100, 246], [109, 238], [118, 232], [128, 227], [135, 221], [144, 217], [153, 213], [162, 209], [198, 203], [225, 201], [234, 204], [244, 208], [252, 211], [261, 215], [278, 225], [315, 248], [323, 257], [329, 265], [346, 284], [354, 295], [365, 305], [371, 316], [379, 326], [386, 339], [393, 342], [400, 332], [406, 322], [411, 313]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,140.0,3500,5.5,,9,2025-05-25 23:51:30,"[[36, 322], [36, 322], [33, 322], [36, 321], [34, 319], [40, 309], [98, 244], [107, 237], [409, 310]]"
15,60,1000,500,dog,24.1,Medium,0.0,40.1070456,140.0,3500,5.5,,64,2025-05-25 23:52:01,"[[32, 321], [32, 320], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [31, 321], [31, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [31, 320], [33, 315], [40, 304], [58, 282], [68, 272], [78, 263], [89, 254], [98, 246], [105, 241], [115, 233], [124, 227], [132, 222], [141, 217], [151, 213], [159, 210], [168, 207], [196, 201], [204, 200], [213, 201], [231, 203], [240, 205], [250, 208], [258, 212], [267, 216], [276, 220], [285, 226], [293, 232], [303, 240], [312, 246], [319, 253], [326, 261], [336, 271], [344, 280], [353, 290], [361, 300], [369, 311], [378, 323], [386, 335], [393, 344], [411, 333], [420, 328]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.4,,57,2025-05-25 23:55:37,"[[32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 321], [32, 319], [34, 312], [42, 301], [55, 289], [67, 278], [79, 269], [93, 260], [101, 253], [113, 242], [247, 195], [259, 195], [272, 196], [283, 197], [295, 199], [305, 201], [316, 204], [328, 208], [340, 211], [350, 217], [361, 221], [372, 228], [382, 235], [393, 242], [405, 250], [412, 257], [424, 265], [436, 275], [446, 284], [476, 316], [497, 341], [505, 341], [513, 331]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.4,,37,2025-05-25 23:56:03,"[[35, 320], [35, 320], [34, 320], [35, 320], [35, 320], [35, 320], [35, 320], [34, 320], [35, 320], [35, 320], [34, 320], [35, 320], [35, 320], [35, 320], [35, 320], [34, 320], [35, 320], [35, 320], [34, 320], [34, 320], [34, 320], [35, 320], [35, 320], [35, 320], [34, 320], [35, 320], [35, 320], [35, 320], [35, 320], [35, 320], [35, 320], [39, 306], [98, 259], [402, 253], [409, 259], [420, 267], [473, 317]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.45,,36,2025-05-25 23:56:38,"[[29, 321], [31, 321], [30, 321], [30, 321], [31, 321], [31, 321], [31, 321], [31, 321], [32, 321], [31, 321], [31, 321], [30, 321], [31, 321], [30, 321], [31, 321], [31, 321], [28, 322], [31, 321], [30, 321], [31, 321], [29, 321], [31, 321], [31, 319], [34, 311], [103, 252], [135, 237], [145, 233], [158, 227], [170, 223], [182, 218], [195, 216], [393, 253], [403, 259], [413, 266], [472, 316], [481, 326]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.3,,22,2025-05-25 23:57:18,"[[33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [33, 320], [34, 318], [37, 310], [44, 300], [98, 262], [386, 256], [394, 264], [405, 272], [412, 278], [474, 339], [483, 334], [486, 327]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.3,,55,2025-05-26 00:20:30,"[[32, 320], [31, 319], [32, 319], [32, 319], [31, 319], [31, 320], [32, 319], [32, 320], [32, 320], [31, 319], [32, 319], [31, 319], [32, 319], [31, 317], [36, 306], [47, 296], [60, 285], [71, 276], [85, 267], [99, 259], [107, 252], [123, 244], [136, 239], [147, 234], [159, 228], [171, 223], [182, 218], [194, 215], [207, 213], [219, 210], [231, 209], [243, 209], [254, 208], [277, 210], [289, 212], [301, 214], [312, 217], [324, 220], [336, 224], [347, 229], [358, 234], [370, 241], [381, 247], [394, 255], [403, 262], [413, 269], [425, 279], [447, 298], [457, 310], [468, 319], [481, 332], [488, 343], [496, 341], [510, 322], [516, 313]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.4,,18,2025-05-26 00:21:14,"[[34, 321], [34, 321], [34, 321], [34, 321], [33, 321], [31, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 322], [35, 317], [398, 251], [408, 259], [467, 314]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,3000,7.4,,50,2025-05-26 00:21:40,"[[31, 320], [31, 321], [31, 320], [32, 321], [32, 321], [32, 320], [31, 321], [32, 321], [31, 320], [31, 321], [32, 321], [31, 321], [32, 320], [31, 321], [31, 321], [31, 321], [32, 321], [31, 320], [35, 313], [41, 302], [79, 269], [94, 259], [102, 252], [115, 243], [130, 236], [140, 231], [152, 224], [163, 219], [175, 214], [187, 210], [198, 208], [210, 205], [221, 203], [232, 202], [243, 201], [310, 208], [344, 219], [354, 224], [376, 236], [388, 245], [399, 253], [408, 259], [418, 268], [441, 287], [462, 310], [486, 334], [493, 346], [499, 341], [507, 330], [514, 321]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.45,,33,2025-05-26 00:25:40,"[[32, 322], [31, 322], [32, 322], [31, 322], [31, 322], [32, 322], [31, 322], [31, 322], [32, 322], [32, 322], [32, 322], [32, 322], [31, 322], [31, 322], [31, 322], [32, 322], [32, 322], [31, 322], [32, 322], [32, 322], [30, 321], [33, 317], [140, 210], [148, 209], [155, 209], [163, 209], [170, 208], [253, 243], [286, 278], [339, 319], [345, 311], [350, 302], [358, 295]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.1,,44,2025-05-26 00:27:36,"[[33, 323], [33, 322], [33, 323], [33, 323], [33, 322], [33, 322], [33, 322], [33, 322], [33, 323], [33, 323], [33, 323], [33, 323], [33, 321], [35, 315], [41, 305], [59, 272], [67, 262], [83, 246], [91, 239], [98, 233], [106, 227], [112, 222], [120, 217], [126, 214], [133, 210], [140, 208], [147, 207], [154, 206], [228, 230], [234, 235], [241, 242], [248, 250], [253, 257], [260, 266], [266, 274], [273, 285], [280, 297], [304, 341], [308, 341], [314, 331], [317, 324], [324, 313], [329, 304], [333, 298]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.1,,26,2025-05-26 00:28:09,"[[32, 323], [31, 323], [31, 323], [34, 324], [32, 323], [32, 324], [34, 324], [32, 323], [34, 324], [32, 324], [32, 323], [31, 323], [34, 324], [33, 324], [33, 324], [32, 323], [32, 325], [31, 323], [30, 323], [32, 323], [32, 323], [31, 323], [31, 323], [86, 247], [99, 235], [138, 208]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.1,,56,2025-05-26 00:28:50,"[[32, 322], [32, 322], [32, 323], [32, 322], [32, 323], [32, 322], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 322], [32, 320], [33, 313], [41, 301], [48, 290], [55, 278], [62, 269], [70, 260], [77, 251], [84, 243], [91, 236], [98, 229], [105, 222], [112, 217], [119, 212], [126, 208], [132, 204], [140, 201], [146, 198], [153, 197], [168, 194], [175, 196], [181, 196], [189, 198], [195, 201], [202, 203], [208, 207], [214, 211], [221, 216], [227, 220], [234, 226], [240, 233], [248, 241], [254, 248], [261, 256], [267, 265], [273, 274], [279, 284], [286, 295], [292, 304], [307, 329], [310, 339], [316, 340], [321, 330]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.2,,90,2025-05-26 00:29:22,"[[31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 322], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 318], [36, 307], [44, 296], [52, 285], [59, 275], [67, 265], [83, 248], [91, 241], [98, 236], [105, 228], [112, 223], [120, 218], [127, 214], [134, 210], [141, 207], [148, 204], [155, 203], [163, 202], [171, 202], [177, 202], [185, 203], [192, 204], [199, 205], [206, 208], [213, 211], [220, 215], [227, 219], [241, 230], [249, 238], [255, 243], [261, 250], [268, 259], [276, 267], [282, 276], [289, 286], [297, 297]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.1,,44,2025-05-26 00:29:57,"[[32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 323], [32, 322], [33, 317], [37, 308], [44, 295], [52, 284], [60, 275], [67, 265], [74, 257], [129, 206], [137, 202], [144, 200], [157, 198], [163, 197], [171, 198], [177, 199], [184, 201], [191, 203], [197, 205], [204, 209], [210, 213], [216, 217], [221, 222], [253, 252], [260, 260], [268, 270], [282, 291], [288, 301], [296, 314], [301, 326], [308, 339], [313, 343], [315, 335]]"
15,60,1000,500,dog,23.9,Medium,0.0,40.1070456,140.0,4000,4.15,,57,2025-05-26 00:31:10,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 323], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 320], [34, 313], [40, 301], [47, 289], [54, 277], [61, 268], [68, 258], [75, 249], [82, 241], [89, 233], [95, 225], [108, 213], [114, 208], [121, 203], [128, 199], [134, 196], [140, 193], [147, 191], [154, 189], [160, 188], [168, 187], [174, 187], [181, 188], [187, 190], [194, 192], [200, 196], [207, 199], [214, 203], [220, 208], [226, 214], [232, 220], [238, 227], [245, 235], [257, 249], [263, 260], [270, 270], [276, 280], [282, 290]]"
15,60,1000,500,dog,23.23,Medium,0.0,40.1070456,140.0,4000,4.1,,59,2025-05-26 00:42:33,"[[31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 323], [31, 322], [33, 316], [38, 305], [46, 294], [53, 281], [60, 272], [68, 263], [76, 254], [93, 240], [99, 234], [107, 227], [113, 222], [121, 217], [127, 213], [134, 210], [141, 207], [147, 203], [154, 202], [161, 202], [169, 202], [176, 203], [183, 204], [190, 205], [197, 206], [204, 209], [211, 213], [218, 216], [224, 221], [238, 233], [245, 239], [251, 246], [257, 252], [263, 262], [270, 270], [277, 280], [283, 289], [290, 299], [296, 311], [303, 322], [309, 335], [314, 344]]"
15,60,1000,500,dog,25.3,Medium,0.0,40.1070456,140.0,4000,4.3,,58,2025-05-26 02:15:24,"[[33, 321], [33, 321], [32, 322], [34, 321], [33, 322], [33, 321], [34, 321], [32, 321], [32, 322], [33, 321], [35, 321], [32, 322], [33, 322], [34, 321], [33, 322], [33, 321], [33, 322], [33, 321], [32, 322], [34, 321], [32, 320], [34, 315], [55, 280], [69, 262], [77, 254], [85, 246], [94, 239], [100, 232], [108, 226], [116, 221], [124, 217], [131, 213], [138, 210], [145, 207], [153, 206], [159, 205], [166, 204], [173, 205], [207, 211], [216, 212], [230, 221], [237, 227], [245, 234], [253, 243], [257, 246], [266, 255], [272, 265], [279, 274], [285, 283], [293, 294], [299, 303], [305, 315], [319, 341], [323, 343], [326, 333], [332, 323], [338, 314], [343, 304]]"
15,60,1000,500,dog,25.3,Medium,0.0,40.1070456,140.0,4000,4.4,,35,2025-05-26 02:16:10,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [33, 322], [32, 322], [33, 322], [32, 322], [33, 322], [33, 322], [33, 322], [31, 322], [32, 322], [31, 322], [32, 320], [36, 314], [113, 225], [121, 221], [128, 217], [137, 213], [142, 211], [150, 209], [268, 250], [275, 260], [282, 268], [289, 277], [297, 288], [303, 299]]"
15,60,1000,500,dog,25.3,Medium,0.0,40.1070456,140.0,4000,4.4,,32,2025-05-26 02:16:31,"[[35, 321], [34, 321], [33, 321], [36, 320], [36, 320], [36, 320], [36, 320], [34, 321], [34, 321], [36, 320], [34, 321], [34, 321], [36, 320], [35, 321], [34, 321], [35, 320], [36, 320], [33, 321], [35, 320], [34, 321], [35, 320], [36, 320], [33, 321], [35, 320], [34, 321], [35, 320], [35, 319], [35, 313], [87, 247], [96, 244], [103, 238], [186, 211]]"
15,60,1000,500,dog,25.3,Medium,0.0,40.1070456,140.0,4000,4.4,,36,2025-05-26 02:16:58,"[[34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 321], [34, 320], [35, 315], [41, 305], [62, 273], [96, 245], [102, 240], [194, 211], [200, 214], [250, 246], [324, 337]]"
15,60,1000,500,dog,25.3,Medium,0.0,28.6478897,150.0,3000,8.55,,6,2025-05-26 02:34:50,"[[33, 321], [484, 255], [496, 265], [518, 282], [528, 293], [536, 303]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.65,,59,2025-05-26 02:35:54,"[[31, 321], [30, 321], [30, 321], [31, 322], [30, 321], [31, 321], [31, 321], [32, 321], [31, 321], [31, 322], [31, 321], [31, 321], [30, 322], [30, 321], [30, 321], [31, 321], [31, 322], [30, 321], [31, 321], [31, 322], [31, 321], [31, 322], [30, 321], [31, 321], [31, 322], [31, 321], [31, 321], [30, 321], [32, 321], [30, 320], [33, 314], [41, 302], [54, 289], [82, 268], [98, 257], [123, 241], [137, 234], [151, 225], [164, 219], [191, 208], [205, 203], [217, 199], [231, 196], [243, 194], [296, 189], [309, 189], [321, 189], [334, 191], [346, 193], [371, 201], [383, 205], [454, 243], [480, 262], [488, 268], [500, 278], [522, 300], [544, 324], [554, 335], [556, 343]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.65,,60,2025-05-26 02:36:27,"[[31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [31, 321], [32, 321], [31, 321], [32, 321], [32, 321], [31, 321], [31, 321], [31, 321], [31, 320], [33, 314], [40, 302], [53, 290], [67, 279], [81, 268], [97, 258], [105, 251], [136, 234], [148, 227], [162, 220], [175, 215], [188, 209], [201, 205], [215, 202], [228, 198], [241, 196], [253, 195], [267, 194], [280, 194], [293, 193], [305, 194], [318, 194], [356, 203], [368, 206], [380, 211], [392, 216], [404, 221], [475, 266], [533, 317], [540, 327], [553, 339]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.6,,26,2025-05-26 02:37:06,"[[32, 322], [32, 322], [32, 322], [32, 322], [32, 321], [32, 322], [32, 321], [32, 321], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 321], [32, 322], [32, 322], [32, 322], [32, 322], [32, 322], [32, 321], [31, 320], [35, 312], [41, 301], [99, 256], [137, 235], [551, 334]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.6,,21,2025-05-26 02:37:38,"[[29, 323], [29, 322], [28, 322], [29, 322], [29, 322], [28, 322], [29, 322], [29, 322], [29, 322], [29, 322], [291, 177], [479, 259], [489, 268], [532, 313], [538, 323], [551, 337], [558, 345], [569, 323], [575, 312], [580, 304], [587, 296]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.6,,13,2025-05-26 02:38:13,"[[32, 322], [32, 322], [31, 322], [31, 323], [32, 323], [32, 322], [32, 322], [32, 322], [32, 323], [32, 322], [29, 322], [32, 321], [490, 269]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.6,,26,2025-05-26 02:38:51,"[[29, 323], [29, 322], [29, 322], [29, 322], [29, 321], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [29, 322], [95, 262], [105, 252]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.4,,34,2025-05-26 02:39:42,"[[34, 321], [34, 321], [34, 321], [33, 321], [33, 321], [34, 321], [33, 321], [33, 321], [34, 321], [33, 321], [34, 321], [34, 321], [34, 321], [33, 321], [34, 320], [33, 321], [34, 320], [33, 321], [33, 321], [33, 321], [34, 321], [33, 321], [33, 321], [33, 321], [34, 321], [33, 319], [35, 312], [43, 301], [57, 289], [98, 259], [110, 252], [138, 239], [539, 327], [553, 341]]"
15,60,1000,500,dog,25.1,Medium,0.0,28.6478897,150.0,3000,8.3,,39,2025-05-26 02:40:17,"[[33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 320], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 321], [33, 320], [34, 315], [39, 305], [51, 293], [66, 283], [79, 273], [97, 263], [106, 257], [121, 249], [137, 242], [148, 237], [242, 206], [256, 206], [269, 205], [296, 206], [308, 207], [348, 214], [360, 218], [410, 240], [521, 318], [527, 328], [540, 339], [549, 341]]"
